Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Chromosome/scaffold name,Gene start (bp hg19),Gene end (bp hg19),Gene name,Source of gene name
ENSG00000231686,ENSG00000231686.1,ENST00000445173,ENST00000445173.1,X,146619597,146620584,ANKRD11P2,HGNC Symbol
ENSG00000235699,ENSG00000235699.3,ENST00000438525,ENST00000438525.3,X,146809771,146810411,CXorf51B,HGNC Symbol
ENSG00000224440,ENSG00000224440.1,ENST00000458472,ENST00000458472.1,X,146814106,146814726,CXorf51A,HGNC Symbol
ENSG00000216171,ENSG00000216171.1,ENST00000401352,ENST00000401352.1,X,147189704,147189787,MIR513C,HGNC Symbol
ENSG00000207871,ENSG00000207871.2,ENST00000385136,ENST00000385136.2,X,147199044,147199127,MIR513B,HGNC Symbol
ENSG00000207873,ENSG00000207873.1,ENST00000385138,ENST00000385138.1,X,147213463,147213591,MIR513A1,HGNC Symbol
ENSG00000207984,ENSG00000207984.1,ENST00000385249,ENST00000385249.1,X,147225826,147225952,MIR513A2,HGNC Symbol
ENSG00000207731,ENSG00000207731.1,ENST00000384998,ENST00000384998.1,X,147230720,147230843,MIR506,HGNC Symbol
ENSG00000207969,ENSG00000207969.1,ENST00000385234,ENST00000385234.1,X,147230984,147231077,MIR507,HGNC Symbol
ENSG00000207589,ENSG00000207589.1,ENST00000384857,ENST00000384857.1,X,147236913,147237027,MIR508,HGNC Symbol
ENSG00000252583,ENSG00000252583.2,ENST00000516774,ENST00000516774.2,X,147250151,147250230,MIR514B,HGNC Symbol
ENSG00000212013,ENSG00000212013.1,ENST00000390724,ENST00000390724.1,X,147258760,147258850,MIR509-2,HGNC Symbol
ENSG00000212014,ENSG00000212014.1,ENST00000390725,ENST00000390725.1,X,147259652,147259726,MIR509-3,HGNC Symbol
ENSG00000208000,ENSG00000208000.1,ENST00000385265,ENST00000385265.1,X,147260532,147260625,MIR509-1,HGNC Symbol
ENSG00000207641,ENSG00000207641.1,ENST00000384909,ENST00000384909.1,X,147272335,147272408,MIR510,HGNC Symbol
ENSG00000207868,ENSG00000207868.1,ENST00000385133,ENST00000385133.1,X,147279247,147279344,MIR514A1,HGNC Symbol
ENSG00000207866,ENSG00000207866.1,ENST00000385131,ENST00000385131.1,X,147281943,147282030,MIR514A2,HGNC Symbol
ENSG00000207867,ENSG00000207867.1,ENST00000385132,ENST00000385132.1,X,147284641,147284728,MIR514A3,HGNC Symbol
ENSG00000227505,ENSG00000227505.1,ENST00000458303,ENST00000458303.1,X,147801005,147801302,SLIRPP1,HGNC Symbol
ENSG00000202051,ENSG00000202051.1,ENST00000365181,ENST00000365181.1,X,147827279,147827384,RNU6-382P,HGNC Symbol
ENSG00000268066,ENSG00000268066.5,ENST00000594922,ENST00000594922.5,X,147909431,147911817,FMR1-AS1,HGNC Symbol
ENSG00000102081,ENSG00000102081.15,ENST00000440235,ENST00000440235.6,X,147911919,147951125,FMR1,HGNC Symbol
ENSG00000236337,ENSG00000236337.1,ENST00000441414,ENST00000441414.1,X,147946941,147947583,FMR1-IT1,HGNC Symbol
ENSG00000176988,ENSG00000176988.9,ENST00000370467,ENST00000370467.8,X,147981337,148026665,FMR1NB,HGNC Symbol
ENSG00000201285,ENSG00000201285.1,ENST00000364415,ENST00000364415.1,X,148008100,148008215,RNA5SP524,HGNC Symbol
ENSG00000219507,ENSG00000219507.4,ENST00000498161,ENST00000498161.1,X,148052233,148052746,FTH1P8,HGNC Symbol
ENSG00000233467,ENSG00000233467.2,ENST00000411473,ENST00000411473.1,X,148198014,148198878,HAX1P1,HGNC Symbol
ENSG00000176970,ENSG00000176970.8,ENST00000446092,ENST00000446092.2,X,148464708,148465428,RPL7L1P11,HGNC Symbol
ENSG00000155966,ENSG00000155966.14,ENST00000370460,ENST00000370460.7,X,148500617,149000663,AFF2,HGNC Symbol
ENSG00000223516,ENSG00000223516.1,ENST00000435346,ENST00000435346.1,X,148546878,148547397,AFF2-IT1,HGNC Symbol
ENSG00000222313,ENSG00000222313.1,ENST00000410381,ENST00000410381.1,X,148822164,148822448,RN7SKP267,HGNC Symbol
ENSG00000010404,ENSG00000010404.18,ENST00000340855,ENST00000340855.11,X,149476988,149521096,IDS,HGNC Symbol
ENSG00000176289,ENSG00000176289.4,ENST00000324799,ENST00000324799.4,X,149525001,149526043,IDSP1,HGNC Symbol
ENSG00000241769,ENSG00000241769.7,ENST00000412882,ENST00000412882.5,X,149527591,149540959,LINC00893,HGNC Symbol
ENSG00000197620,ENSG00000197620.11,ENST00000431132,ENST00000431132.6,X,149540355,149550510,EOLA1,HGNC Symbol
ENSG00000283697,ENSG00000283697.3,ENST00000431993,ENST00000431993.4,X,149548210,149549924,HSFX3,HGNC Symbol
ENSG00000267978,ENSG00000267978.6,ENST00000595065,ENST00000595065.6,X,149581653,149587459,MAGEA9B,HGNC Symbol
ENSG00000268738,ENSG00000268738.3,ENST00000598963,ENST00000598963.3,X,149592512,149595314,HSFX2,HGNC Symbol
ENSG00000269556,ENSG00000269556.8,ENST00000616857,ENST00000616857.4,X,149596556,149631912,TMEM185A,HGNC Symbol
ENSG00000185247,ENSG00000185247.15,ENST00000412632,ENST00000412632.6,X,149688228,149717268,MAGEA11,HGNC Symbol
ENSG00000235254,ENSG00000235254.3,ENST00000524311,ENST00000524311.1,X,149768897,149771368,TMEM185AP1,HGNC Symbol
ENSG00000171116,ENSG00000171116.7,ENST00000370416,ENST00000370416.4,X,149774068,149776867,HSFX1,HGNC Symbol
ENSG00000123584,ENSG00000123584.7,ENST00000243314,ENST00000243314.5,X,149781930,149787737,MAGEA9,HGNC Symbol
ENSG00000224732,ENSG00000224732.1,ENST00000436482,ENST00000436482.1,X,149808214,149809155,MAGEA7P,HGNC Symbol
ENSG00000229829,ENSG00000229829.1,ENST00000424782,ENST00000424782.1,X,149817170,149817644,DUTP4,HGNC Symbol
ENSG00000280752,ENSG00000280752.1,ENST00000629221,ENST00000629221.1,X,149825708,149879799,LINC00850,HGNC Symbol
ENSG00000230899,ENSG00000230899.1,ENST00000427671,ENST00000427671.1,X,149878836,149881070,MAGEA8-AS1,HGNC Symbol
ENSG00000156009,ENSG00000156009.10,ENST00000286482,ENST00000286482.6,X,149881141,149885835,MAGEA8,HGNC Symbol
ENSG00000197021,ENSG00000197021.9,ENST00000462691,ENST00000462691.5,X,149929527,149938700,EOLA2,HGNC Symbol
ENSG00000283463,ENSG00000283463.2,ENST00000457775,ENST00000457775.3,X,149929573,149931287,HSFX4,HGNC Symbol
ENSG00000235703,ENSG00000235703.6,ENST00000449111,ENST00000449111.5,X,149938613,150224580,LINC00894,HGNC Symbol
ENSG00000252454,ENSG00000252454.3,ENST00000516645,ENST00000516645.3,X,150228004,150228083,MIR2114,HGNC Symbol
ENSG00000234825,ENSG00000234825.3,ENST00000457831,ENST00000457831.1,X,150231075,150232896,XRCC6P2,HGNC Symbol
ENSG00000013619,ENSG00000013619.15,ENST00000468306,ENST00000468306.1,X,150361422,150514178,MAMLD1,HGNC Symbol
ENSG00000171100,ENSG00000171100.15,ENST00000370396,ENST00000370396.7,X,150568621,150673143,MTM1,HGNC Symbol
ENSG00000063601,ENSG00000063601.17,ENST00000493995,ENST00000493995.6,X,150692971,150765108,MTMR1,HGNC Symbol
ENSG00000102181,ENSG00000102181.21,ENST00000346693,ENST00000346693.8,X,150766336,150898816,CD99L2,HGNC Symbol
ENSG00000228728,ENSG00000228728.1,ENST00000430535,ENST00000430535.1,X,150818753,150819246,PPIAP91,HGNC Symbol
ENSG00000222796,ENSG00000222796.1,ENST00000410864,ENST00000410864.1,X,150955494,150955587,RNU6-383P,HGNC Symbol
ENSG00000029993,ENSG00000029993.15,ENST00000419110,ENST00000419110.5,X,150980509,150990771,HMGB3,HGNC Symbol
ENSG00000230508,ENSG00000230508.1,ENST00000424919,ENST00000424919.1,X,150993501,150994091,RPL19P21,HGNC Symbol
ENSG00000270916,ENSG00000270916.1,ENST00000603116,ENST00000603116.1,X,151023607,151023722,RPL12P50,HGNC Symbol
ENSG00000212595,ENSG00000212595.1,ENST00000391293,ENST00000391293.1,X,151026295,151026406,RNA5SP525,HGNC Symbol
ENSG00000265789,ENSG00000265789.1,ENST00000579077,ENST00000579077.1,X,151168222,151168326,MIR4330,HGNC Symbol
ENSG00000234696,ENSG00000234696.1,ENST00000454196,ENST00000454196.1,X,151175192,151177836,GPR50-AS1,HGNC Symbol
ENSG00000102195,ENSG00000102195.10,ENST00000218316,ENST00000218316.4,X,151176584,151181465,GPR50,HGNC Symbol
ENSG00000228717,ENSG00000228717.1,ENST00000458074,ENST00000458074.1,X,151226229,151227715,NAB1P1,HGNC Symbol
ENSG00000160131,ENSG00000160131.14,ENST00000477649,ENST00000477649.1,X,151396515,151409364,VMA21,HGNC Symbol
ENSG00000166049,ENSG00000166049.11,ENST00000370357,ENST00000370357.5,X,151563675,151676739,PASD1,HGNC Symbol
ENSG00000130032,ENSG00000130032.17,ENST00000674441,ENST00000674441.1,X,151694607,151705924,PRRG3,HGNC Symbol
ENSG00000147378,ENSG00000147378.11,ENST00000370350,ENST00000370350.7,X,151716035,151723194,FATE1,HGNC Symbol
ENSG00000183862,ENSG00000183862.5,ENST00000329903,ENST00000329903.4,X,151738451,151745304,CNGA2,HGNC Symbol
ENSG00000229967,ENSG00000229967.1,ENST00000411474,ENST00000411474.1,X,151904431,151913968,MAGEA4-AS1,HGNC Symbol
ENSG00000147381,ENSG00000147381.12,ENST00000431963,ENST00000431963.6,X,151912495,151925171,MAGEA4,HGNC Symbol
ENSG00000102287,ENSG00000102287.19,ENST00000370328,ENST00000370328.4,X,151953124,151974680,GABRE,HGNC Symbol
ENSG00000284363,ENSG00000284363.1,ENST00000384889,ENST00000384889.1,X,151958578,151958658,MIR224,HGNC Symbol
ENSG00000283751,ENSG00000283751.1,ENST00000385020,ENST00000385020.3,X,151959628,151959712,MIR452,HGNC Symbol
ENSG00000228965,ENSG00000228965.1,ENST00000415403,ENST00000415403.1,X,152045314,152046193,RPSAP60,HGNC Symbol
ENSG00000242520,ENSG00000242520.5,ENST00000446757,ENST00000446757.1,X,152114599,152115540,MAGEA5,HGNC Symbol
ENSG00000266560,ENSG00000266560.5,ENST00000583636,ENST00000583636.5,X,152114994,152138556,MAGEA10-MAGEA5,NCBI gene (formerly Entrezgene)
ENSG00000124260,ENSG00000124260.12,ENST00000370323,ENST00000370323.9,X,152133310,152138578,MAGEA10,HGNC Symbol
ENSG00000011677,ENSG00000011677.13,ENST00000370314,ENST00000370314.9,X,152166234,152451315,GABRA3,HGNC Symbol
ENSG00000252205,ENSG00000252205.1,ENST00000516396,ENST00000516396.1,X,152250572,152250676,RNU6-764P,HGNC Symbol
ENSG00000207957,ENSG00000207957.1,ENST00000385222,ENST00000385222.1,X,152392219,152392299,MIR105-1,HGNC Symbol
ENSG00000211583,ENSG00000211583.3,ENST00000390228,ENST00000390228.3,X,152393421,152393529,MIR767,HGNC Symbol
ENSG00000207818,ENSG00000207818.1,ENST00000385083,ENST00000385083.1,X,152394412,152394492,MIR105-2,HGNC Symbol
ENSG00000223940,ENSG00000223940.1,ENST00000434750,ENST00000434750.1,X,152479577,152481024,KRT8P8,HGNC Symbol
ENSG00000268089,ENSG00000268089.3,ENST00000598523,ENST00000598523.3,X,152637895,152657542,GABRQ,HGNC Symbol
ENSG00000221867,ENSG00000221867.9,ENST00000370278,ENST00000370278.4,X,152698767,152702347,MAGEA3,HGNC Symbol
ENSG00000268902,ENSG00000268902.3,ENST00000598036,ENST00000598036.1,X,152708261,152714549,CSAG2,HGNC Symbol
ENSG00000183305,ENSG00000183305.14,ENST00000492402,ENST00000492402.5,X,152714586,152718607,MAGEA2B,HGNC Symbol
ENSG00000198930,ENSG00000198930.13,ENST00000370291,ENST00000370291.6,X,152727484,152733735,CSAG1,HGNC Symbol
ENSG00000213401,ENSG00000213401.10,ENST00000357916,ENST00000357916.8,X,152733757,152737669,MAGEA12,HGNC Symbol
ENSG00000242599,ENSG00000242599.7,ENST00000361201,ENST00000361201.8,X,152733827,152740985,CSAG4,HGNC Symbol
ENSG00000268606,ENSG00000268606.6,ENST00000620710,ENST00000620710.4,X,152749863,152753884,MAGEA2,HGNC Symbol
ENSG00000268916,ENSG00000268916.6,ENST00000617158,ENST00000617158.4,X,152753921,152760222,CSAG3,HGNC Symbol
ENSG00000197172,ENSG00000197172.10,ENST00000329342,ENST00000329342.9,X,152766136,152769747,MAGEA6,HGNC Symbol
ENSG00000286051,ENSG00000286051.1,ENST00000651163,ENST00000651163.1,X,152769764,152792268,MAGEA6-DT,HGNC Symbol
ENSG00000147400,ENSG00000147400.10,ENST00000370277,ENST00000370277.5,X,152826994,152830757,CETN2,HGNC Symbol
ENSG00000147383,ENSG00000147383.11,ENST00000370274,ENST00000370274.8,X,152830967,152869729,NSDHL,HGNC Symbol
ENSG00000147394,ENSG00000147394.18,ENST00000370268,ENST00000370268.8,X,152914442,152973480,ZNF185,HGNC Symbol
ENSG00000198883,ENSG00000198883.12,ENST00000361887,ENST00000361887.5,X,152988824,152994116,PNMA5,HGNC Symbol
ENSG00000229979,ENSG00000229979.1,ENST00000421099,ENST00000421099.1,X,153052150,153052413,HMGN2P48,HGNC Symbol
ENSG00000183837,ENSG00000183837.10,ENST00000619635,ENST00000619635.1,X,153056409,153060467,PNMA3,HGNC Symbol
ENSG00000235961,ENSG00000235961.6,ENST00000421798,ENST00000421798.5,X,153072454,153075019,PNMA6A,HGNC Symbol
ENSG00000268883,ENSG00000268883.2,ENST00000538162,ENST00000538162.3,X,153075769,153076968,PNMA6B,HGNC Symbol
ENSG00000198681,ENSG00000198681.7,ENST00000356661,ENST00000356661.7,X,153179284,153183880,MAGEA1,HGNC Symbol
ENSG00000278803,ENSG00000278803.2,ENST00000458091,ENST00000458091.4,X,153271618,153277803,PWWP4,HGNC Symbol
ENSG00000225110,ENSG00000225110.3,ENST00000436629,ENST00000436629.3,X,153317680,153321767,PNMA6F,HGNC Symbol
ENSG00000063587,ENSG00000063587.15,ENST00000370249,ENST00000370249.3,X,153334147,153360110,ZNF275,HGNC Symbol
ENSG00000214897,ENSG00000214897.5,ENST00000633844,ENST00000633844.1,X,153395639,153401392,PNMA6E,HGNC Symbol
ENSG00000265170,ENSG00000265170.2,ENST00000582817,ENST00000582817.2,X,153403844,153404141,RN7SL667P,HGNC Symbol
ENSG00000189420,ENSG00000189420.9,ENST00000338647,ENST00000338647.7,X,153411472,153426481,ZFP92,HGNC Symbol
ENSG00000183479,ENSG00000183479.13,ENST00000370231,ENST00000370231.3,X,153444473,153470587,TREX2,HGNC Symbol
ENSG00000213397,ENSG00000213397.12,ENST00000370211,ENST00000370211.10,X,153447668,153495516,HAUS7,HGNC Symbol
ENSG00000224963,ENSG00000224963.3,ENST00000635752,ENST00000635752.1,X,153479266,153487088,ECMXP,HGNC Symbol
ENSG00000182492,ENSG00000182492.16,ENST00000331595,ENST00000331595.9,X,153494980,153509546,BGN,HGNC Symbol
ENSG00000067842,ENSG00000067842.18,ENST00000263519,ENST00000263519.5,X,153517642,153582939,ATP2B3,HGNC Symbol
ENSG00000262919,ENSG00000262919.8,ENST00000576892,ENST00000576892.8,X,153587925,153600045,CCNQ,HGNC Symbol
ENSG00000217889,ENSG00000217889.3,ENST00000434763,ENST00000434763.1,X,153604497,153605348,KRT18P48,HGNC Symbol
ENSG00000130829,ENSG00000130829.18,ENST00000477033,ENST00000477033.1,X,153642492,153651326,DUSP9,HGNC Symbol
ENSG00000237793,ENSG00000237793.3,ENST00000424057,ENST00000424057.1,X,153662162,153662692,RPL18AP16,HGNC Symbol
ENSG00000244335,ENSG00000244335.3,ENST00000480496,ENST00000480496.3,X,153666226,153666510,RN7SL687P,HGNC Symbol
ENSG00000130822,ENSG00000130822.16,ENST00000370150,ENST00000370150.5,X,153669733,153689010,PNCK,HGNC Symbol
ENSG00000130821,ENSG00000130821.17,ENST00000253122,ENST00000253122.10,X,153687926,153696588,SLC6A8,HGNC Symbol
ENSG00000185825,ENSG00000185825.17,ENST00000458587,ENST00000458587.8,X,153700492,153724565,BCAP31,HGNC Symbol
ENSG00000101986,ENSG00000101986.12,ENST00000218104,ENST00000218104.6,X,153724856,153744755,ABCD1,HGNC Symbol
ENSG00000198753,ENSG00000198753.12,ENST00000538966,ENST00000538966.5,X,153764196,153779346,PLXNB3,HGNC Symbol
ENSG00000184343,ENSG00000184343.11,ENST00000489426,ENST00000489426.5,X,153776412,153785732,SRPK3,HGNC Symbol
ENSG00000067829,ENSG00000067829.19,ENST00000370092,ENST00000370092.7,X,153785766,153794523,IDH3G,HGNC Symbol
ENSG00000180879,ENSG00000180879.14,ENST00000320857,ENST00000320857.7,X,153793516,153798499,SSR4,HGNC Symbol
ENSG00000067840,ENSG00000067840.13,ENST00000164640,ENST00000164640.8,X,153802166,153830565,PDZD4,HGNC Symbol
ENSG00000184844,ENSG00000184844.6,ENST00000402289,ENST00000402289.3,X,153841251,153841565,CYCSP45,HGNC Symbol
ENSG00000198910,ENSG00000198910.14,ENST00000361981,ENST00000361981.7,X,153861514,153886173,L1CAM,HGNC Symbol
ENSG00000273769,ENSG00000273769.5,ENST00000618311,ENST00000618311.4,X,153880672,153888990,LCA10,NCBI gene (formerly Entrezgene)
ENSG00000126895,ENSG00000126895.15,ENST00000434679,ENST00000434679.6,X,153902531,153907166,AVPR2,HGNC Symbol
ENSG00000089820,ENSG00000089820.16,ENST00000393721,ENST00000393721.5,X,153907367,153934999,ARHGAP4,HGNC Symbol
ENSG00000102030,ENSG00000102030.16,ENST00000464845,ENST00000464845.6,X,153929225,153935080,NAA10,HGNC Symbol
ENSG00000102032,ENSG00000102032.13,ENST00000393700,ENST00000393700.8,X,153935269,153944687,RENBP,HGNC Symbol
ENSG00000172534,ENSG00000172534.14,ENST00000444191,ENST00000444191.5,X,153947557,153971818,HCFC1,HGNC Symbol
ENSG00000235802,ENSG00000235802.1,ENST00000438219,ENST00000438219.1,X,153969325,153970087,HCFC1-AS1,HGNC Symbol
ENSG00000177854,ENSG00000177854.8,ENST00000369982,ENST00000369982.5,X,153972754,153983194,TMEM187,HGNC Symbol
ENSG00000265176,ENSG00000265176.1,ENST00000580198,ENST00000580198.1,X,153981097,153981177,MIR3202-1,HGNC Symbol
ENSG00000283694,ENSG00000283694.1,ENST00000635980,ENST00000635980.1,X,153981098,153981176,MIR3202-2,HGNC Symbol
ENSG00000184216,ENSG00000184216.14,ENST00000369974,ENST00000369974.6,X,154010506,154019902,IRAK1,HGNC Symbol
ENSG00000284286,ENSG00000284286.1,ENST00000390190,ENST00000390190.4,X,154019920,154019989,MIR718,HGNC Symbol
ENSG00000169057,ENSG00000169057.24,ENST00000303391,ENST00000303391.11,X,154021573,154137103,MECP2,HGNC Symbol
ENSG00000102076,ENSG00000102076.10,ENST00000369951,ENST00000369951.9,X,154144243,154159032,OPN1LW,HGNC Symbol
ENSG00000277008,ENSG00000277008.1,ENST00000617764,ENST00000617764.1,X,154159357,154176349,TEX28P2,HGNC Symbol
ENSG00000268221,ENSG00000268221.6,ENST00000595290,ENST00000595290.6,X,154182596,154196861,OPN1MW,HGNC Symbol
ENSG00000274962,ENSG00000274962.1,ENST00000613479,ENST00000613479.1,X,154196471,154213487,TEX28P1,HGNC Symbol
ENSG00000166160,ENSG00000166160.9,ENST00000369929,ENST00000369929.8,X,154219756,154233286,OPN1MW2,HGNC Symbol
ENSG00000269433,ENSG00000269433.3,ENST00000599405,ENST00000599405.3,X,154257538,154271805,OPN1MW3,HGNC Symbol
ENSG00000278057,ENSG00000278057.4,ENST00000619903,ENST00000619903.4,X,154271265,154295853,TEX28,HGNC Symbol
ENSG00000007350,ENSG00000007350.17,ENST00000369915,ENST00000369915.8,X,154295795,154330350,TKTL1,HGNC Symbol
ENSG00000196924,ENSG00000196924.19,ENST00000420627,ENST00000420627.5,X,154348524,154374634,FLNA,HGNC Symbol
ENSG00000102119,ENSG00000102119.12,ENST00000369835,ENST00000369835.3,X,154379273,154381574,EMD,HGNC Symbol
ENSG00000147403,ENSG00000147403.18,ENST00000492572,ENST00000492572.5,X,154389955,154409168,RPL10,HGNC Symbol
ENSG00000013563,ENSG00000013563.14,ENST00000369807,ENST00000369807.6,X,154401236,154412112,DNASE1L1,HGNC Symbol
ENSG00000102125,ENSG00000102125.16,ENST00000613634,ENST00000613634.4,X,154411524,154421726,TAZ,HGNC Symbol
ENSG00000197180,ENSG00000197180.2,ENST00000360656,ENST00000360656.2,X,154424380,154428479,CH17-340M24.3,NCBI gene (formerly Entrezgene)
ENSG00000071553,ENSG00000071553.18,ENST00000677342,ENST00000677342.1,X,154428633,154436516,ATP6AP1,HGNC Symbol
ENSG00000203879,ENSG00000203879.12,ENST00000630693,ENST00000630693.2,X,154436913,154443467,GDI1,HGNC Symbol
ENSG00000071859,ENSG00000071859.15,ENST00000393600,ENST00000393600.8,X,154444141,154450654,FAM50A,HGNC Symbol
ENSG00000276350,ENSG00000276350.1,ENST00000620733,ENST00000620733.1,X,154450320,154450386,MIR6858,HGNC Symbol
ENSG00000130827,ENSG00000130827.6,ENST00000369682,ENST00000369682.4,X,154458281,154477779,PLXNA3,HGNC Symbol
ENSG00000196976,ENSG00000196976.7,ENST00000357360,ENST00000357360.4,X,154477769,154479257,LAGE3,HGNC Symbol
ENSG00000102178,ENSG00000102178.13,ENST00000369660,ENST00000369660.9,X,154483717,154486615,UBL4A,HGNC Symbol
ENSG00000126903,ENSG00000126903.16,ENST00000369649,ENST00000369649.8,X,154487306,154490690,SLC10A3,HGNC Symbol
ENSG00000264484,ENSG00000264484.2,ENST00000582484,ENST00000582484.2,X,154495815,154496113,RN7SL697P,HGNC Symbol
ENSG00000071889,ENSG00000071889.17,ENST00000359889,ENST00000359889.9,X,154506159,154516242,FAM3A,HGNC Symbol
ENSG00000160211,ENSG00000160211.19,ENST00000393562,ENST00000393562.10,X,154531391,154547572,G6PD,HGNC Symbol
ENSG00000269335,ENSG00000269335.6,ENST00000440286,ENST00000440286.5,X,154541199,154565046,IKBKG,HGNC Symbol
ENSG00000279245,ENSG00000279245.1,ENST00000625031,ENST00000625031.1,X,154571248,154571960,FAM223A,HGNC Symbol
ENSG00000273041,ENSG00000273041.1,ENST00000601944,ENST00000601944.1,X,154580926,154581998,ATF4P2,HGNC Symbol
ENSG00000268651,ENSG00000268651.4,ENST00000593606,ENST00000593606.3,X,154585133,154586816,CTAG1A,HGNC Symbol
ENSG00000184033,ENSG00000184033.14,ENST00000328435,ENST00000328435.3,X,154617609,154619282,CTAG1B,HGNC Symbol
ENSG00000213338,ENSG00000213338.3,ENST00000443279,ENST00000443279.1,X,154622428,154623500,ATF4P1,HGNC Symbol
ENSG00000272681,ENSG00000272681.2,ENST00000598177,ENST00000598177.2,X,154632470,154633182,FAM223B,HGNC Symbol
ENSG00000275882,ENSG00000275882.1,ENST00000612193,ENST00000612193.1,X,154639978,154648275,IKBKGP1,HGNC Symbol
ENSG00000126890,ENSG00000126890.14,ENST00000247306,ENST00000247306.4,X,154651972,154653579,CTAG2,HGNC Symbol
ENSG00000237619,ENSG00000237619.2,ENST00000437536,ENST00000437536.2,X,154658741,154659643,OR3B1P,HGNC Symbol
ENSG00000160219,ENSG00000160219.12,ENST00000496390,ENST00000496390.5,X,154675249,154751583,GAB3,HGNC Symbol
ENSG00000130826,ENSG00000130826.18,ENST00000620277,ENST00000620277.4,X,154762742,154777689,DKC1,HGNC Symbol
ENSG00000206948,ENSG00000206948.1,ENST00000384221,ENST00000384221.1,X,154768528,154768659,SNORA36A,HGNC Symbol
ENSG00000284450,ENSG00000284450.1,ENST00000626756,ENST00000626756.1,X,154768596,154768656,MIR664B,HGNC Symbol
ENSG00000206693,ENSG00000206693.1,ENST00000383966,ENST00000383966.1,X,154774998,154775126,SNORA56,HGNC Symbol
ENSG00000130830,ENSG00000130830.15,ENST00000369534,ENST00000369534.8,X,154778684,154821007,MPP1,HGNC Symbol
ENSG00000229237,ENSG00000229237.2,ENST00000413805,ENST00000413805.2,X,154817099,154817401,HMGN1P37,HGNC Symbol
