Composite Element REF,Chromosome,Start,End,Gene_Symbol,Gene_Type,Transcript_ID,Position_to_TSS,CGI_Coordinate,Feature_Type
cg23181142,chrX,153470461,153470462,HAUS7;HAUS7;HAUS7;HAUS7;HAUS7;HAUS7;TREX2;TREX2;TREX2;TREX2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370210.2;ENST00000370211.7;ENST00000464993.1;ENST00000490165.4;ENST00000490453.4;ENST00000626181.1;ENST00000330912.5;ENST00000334497.5;ENST00000338525.5;ENST00000370232.3,25056;171;95;93;105;127;127;127;127;127,CGI:chrX:153470326-153470971,Island
cg23299576,chrX,149632007,149632008,TMEM185A;TMEM185A;TMEM185A;TMEM185A;TMEM185A;TMEM185A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000502900.2;ENST00000507237.4;ENST00000511776.1;ENST00000600449.6;ENST00000611119.3;ENST00000612022.1,-286;-308;-324;-94;-94;-287,CGI:chrX:149631156-149632023,Island
cg23323276,chrX,135052258,135052259,FAM127B;FAM127B;FAM127B;FAM127B,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370775.2;ENST00000518153.1;ENST00000520964.1;ENST00000522309.1,-82;-167;-61;-116,CGI:chrX:135051533-135052307,Island
cg23374711,chrX,21940494,21940495,SMS;SMS;SMS;SMS,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000379404.4;ENST00000404933.5;ENST00000457085.1;ENST00000478094.1,-222;-80;-552;-285,CGI:chrX:21940493-21941583,Island
cg23408987,chrX,154398265,154398266,RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;XX-FW83563B9.5,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense,ENST00000344746.7;ENST00000369817.5;ENST00000406022.5;ENST00000424325.5;ENST00000436473.4;ENST00000451365.1;ENST00000458500.4;ENST00000467168.4;ENST00000479366.1;ENST00000482732.1;ENST00000485196.4;ENST00000489200.4;ENST00000491035.4;ENST00000492572.4;ENST00000618723.3;ENST00000624054.1,-108;1110;-626;34;-103;-1102;-114;-233;515;-124;-115;-113;-113;8309;34;552,CGI:chrX:154397754-154398983,Island
cg23443158,chrX,154379446,154379447,EMD;EMD;EMD;EMD;EMD;EMD;EMD;EMD;EMD,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000369835.3;ENST00000369842.7;ENST00000428228.4;ENST00000468294.4;ENST00000471965.1;ENST00000485261.1;ENST00000486738.4;ENST00000492448.1;ENST00000494443.4,172;248;84;-80;-1120;41;104;-180;17,CGI:chrX:154377974-154379877,Island
cg23475462,chrX,77895545,77895546,MAGT1;MAGT1;MAGT1;MAGT1;MAGT1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000358075.9;ENST00000373336.3;ENST00000476168.1;ENST00000610432.3;ENST00000618282.3,49;-104;-120;24;-113,CGI:chrX:77895340-77895750,Island
cg23477679,chrX,106726610,106726611,RNF128;RNF128;RNF128,protein_coding;protein_coding;protein_coding,ENST00000255499.2;ENST00000324342.6;ENST00000418562.4,-55;32771;32815,CGI:chrX:106726456-106727368,Island
cg23503517,chrX,24693979,24693980,POLA1;POLA1;POLA1,protein_coding;protein_coding;protein_coding,ENST00000379059.6;ENST00000379068.6;ENST00000611764.1,31;59;31,CGI:chrX:24693513-24694167,Island
cg23534593,chrX,47483070,47483071,LINC01560;LINC01560;ZNF41;ZNF41,lincRNA;lincRNA;protein_coding;protein_coding,ENST00000357412.2;ENST00000624822.1;ENST00000313116.10;ENST00000377065.7,-502;-502;-484;-123,CGI:chrX:47482488-47483298,Island
cg23612178,chrX,53082495,53082496,TSPYL2;TSPYL2;TSPYL2;TSPYL2;TSPYL2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000375442.7;ENST00000553557.4;ENST00000556808.1;ENST00000578306.4;ENST00000579390.1,127;127;-629;-499;113,CGI:chrX:53082099-53082834,Island
cg23627980,chrX,17737597,17737598,SCML1;SCML1;SCML1;SCML1;SCML1;SCML1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000380041.6;ENST00000380043.6;ENST00000380045.6;ENST00000398080.4;ENST00000419185.1;ENST00000427362.2,127;127;128;147;-129;45,CGI:chrX:17736933-17738528,Island
cg23709838,chrX,48911606,48911607,SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2;SLC35A2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000247138.8;ENST00000376512.1;ENST00000376515.6;ENST00000376521.4;ENST00000376529.6;ENST00000413561.5;ENST00000445167.5;ENST00000446885.1;ENST00000452555.5;ENST00000616181.3,35;64;353;353;31;353;51;332;353;353,CGI:chrX:48911486-48911937,Island
cg23712855,chrX,154762734,154762735,DKC1;DKC1;DKC1;DKC1;DKC1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000369550.8;ENST00000413910.4;ENST00000473552.1;ENST00000475423.1;ENST00000620277.3,-23;-158;-180;-119;-9,CGI:chrX:154762565-154763556,Island
cg23722438,chrX,100732197,100732198,SYTL4;SYTL4;SYTL4;SYTL4;SYTL4,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000263033.8;ENST00000276141.9;ENST00000372981.1;ENST00000372989.4;ENST00000491326.1,-75;-662;-76;-686;-73,CGI:chrX:100731435-100732198,Island
cg23832225,chrX,77895607,77895608,MAGT1;MAGT1;MAGT1;MAGT1;MAGT1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000358075.9;ENST00000373336.3;ENST00000476168.1;ENST00000610432.3;ENST00000618282.3,-13;-166;-182;-38;-175,CGI:chrX:77895340-77895750,Island
cg23852001,chrX,154371314,154371315,FLNA;FLNA;FLNA;FLNA;FLNA;FLNA;FLNA,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000344736.7;ENST00000360319.7;ENST00000369850.6;ENST00000369856.6;ENST00000420627.4;ENST00000422373.4;ENST00000610817.3,-25;-30;3313;-91;-110;3325;3325,CGI:chrX:154370595-154372236,Island
cg23860088,chrX,101932021,101932022,ZMAT1;ZMAT1;ZMAT1,protein_coding;protein_coding;protein_coding,ENST00000372782.4;ENST00000458570.4;ENST00000488347.4,-256;11;7,CGI:chrX:101931935-101932285,Island
cg23892645,chrX,119236199,119236200,PGRMC1;PGRMC1,protein_coding;protein_coding,ENST00000217971.7;ENST00000535419.2,-55;-47,CGI:chrX:119235899-119237010,Island
cg23896353,chrX,150568589,150568590,MTM1;MTM1;MTM1;MTM1;MTM1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000306167.10;ENST00000370393.4;ENST00000370396.5;ENST00000424519.1;ENST00000490530.1,-46;-37;-31;-34;-51,CGI:chrX:150568270-150569173,Island
cg23991947,chrX,48539457,48539458,TBC1D25;TBC1D25;TBC1D25;TBC1D25;TBC1D25,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000376771.7;ENST00000418627.1;ENST00000476141.1;ENST00000481090.5;ENST00000494495.1,-1;-342;-315;-281;-314,CGI:chrX:48539371-48540141,Island
cg23993375,chrX,56563518,56563519,UBQLN2,protein_coding,ENST00000338222.6,-122,CGI:chrX:56563512-56564081,Island
cg23993836,chrX,154411453,154411454,DNASE1L1;DNASE1L1;DNASE1L1;DNASE1L1;DNASE1L1;DNASE1L1;DNASE1L1;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ;TAZ,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000014935.6;ENST00000309585.8;ENST00000369809.4;ENST00000393638.4;ENST00000424626.4;ENST00000432135.1;ENST00000451865.4;ENST00000369776.7;ENST00000426231.4;ENST00000439735.2;ENST00000475699.4;ENST00000476679.4;ENST00000479875.1;ENST00000483780.4;ENST00000601016.4;ENST00000612012.3;ENST00000612460.3;ENST00000613002.3;ENST00000613634.3;ENST00000614595.1;ENST00000615658.3;ENST00000615986.3;ENST00000616020.3;ENST00000617701.3;ENST00000620808.3;ENST00000621647.1,-1413;660;638;638;639;637;631;-307;-709;-378;-89;-1263;-1269;-751;-104;-104;-104;-89;-72;-173;-66;-109;-89;-110;-122;-107,CGI:chrX:154411398-154412338,Island
cg24054653,chrX,120629974,120629975,C1GALT1C1;C1GALT1C1,protein_coding;protein_coding,ENST00000304661.5;ENST00000371313.2,177;22,CGI:chrX:120629882-120630375,Island
cg24139739,chrX,68828975,68828976,EFNB1,protein_coding,ENST00000204961.4,-23,CGI:chrX:68828816-68830409,Island
cg24157854,chrX,154750958,154750959,GAB3;GAB3;GAB3;GAB3,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000369568.7;ENST00000369575.6;ENST00000424127.2;ENST00000496390.4,116;100;120;626,CGI:chrX:154750563-154751375,Island
cg24186901,chrX,69616051,69616052,EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000338901.4;ENST00000374548.4;ENST00000374552.7;ENST00000374553.5;ENST00000502251.4;ENST00000524573.4;ENST00000525810.4;ENST00000527388.4;ENST00000533317.4,-17;-17;-17;-17;-17;-67;-17;-17;-17,CGI:chrX:69615804-69617219,Island
cg24195365,chrX,11758137,11758138,MSL3;MSL3;MSL3;MSL3;MSL3;MSL3;MSL3;MSL3;MSL3,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000312196.7;ENST00000337339.5;ENST00000361672.5;ENST00000380692.5;ENST00000380693.6;ENST00000398527.5;ENST00000421368.2;ENST00000468149.4;ENST00000476743.4,-23;-101;-23;-1492;-1416;-446;-450;-117;-446,CGI:chrX:11757665-11758817,Island
cg24202706,chrX,152638224,152638225,GABRQ,protein_coding,ENST00000598523.2,40,CGI:chrX:152637754-152638493,Island
cg24327587,chrX,135344051,135344052,ZNF449;ZNF449;ZNF75D;ZNF75D,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000339249.4;ENST00000370761.6;ENST00000370766.6;ENST00000494295.1,-746;-746;37;37,CGI:chrX:135343658-135344074,Island
cg24328927,chrX,153056329,153056330,PNMA3;PNMA3;PNMA3,protein_coding;protein_coding;protein_coding,ENST00000424805.1;ENST00000593810.2;ENST00000619635.1,-154;-708;-81,CGI:chrX:153056076-153056527,Island
cg24347720,chrX,136251502,136251503,MAP7D3;MAP7D3;MAP7D3;MAP7D3,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000316077.12;ENST00000370660.3;ENST00000370661.4;ENST00000370663.8,78;-119;-130;4981,CGI:chrX:136250877-136251567,Island
cg24378152,chrX,47144855,47144856,NDUFB11;NDUFB11;RBM10;RBM10;RBM10;RBM10,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000276062.8;ENST00000377811.3;ENST00000329236.8;ENST00000345781.9;ENST00000377604.6;ENST00000628161.1,184;650;-593;-425;-15;-425,CGI:chrX:47144351-47145588,Island
cg24511534,chrX,46836916,46836917,RP2,protein_coding,ENST00000218340.3,-25,CGI:chrX:46836706-46837640,Island
cg24549608,chrX,102599444,102599445,ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript,ENST00000246174.5;ENST00000473968.4;ENST00000477663.4;ENST00000479502.1;ENST00000604957.1;ENST00000460026.5;ENST00000460793.1;ENST00000465548.1;ENST00000466616.4;ENST00000475738.4;ENST00000476910.5;ENST00000486740.5;ENST00000602366.4;ENST00000602463.4,275;-67;-79;-95;-77;-82;-97;-77;-83;-83;-94;-94;-83;-69,CGI:chrX:102599347-102599599,Island
cg24559073,chrX,47483072,47483073,LINC01560;LINC01560;ZNF41;ZNF41,lincRNA;lincRNA;protein_coding;protein_coding,ENST00000357412.2;ENST00000624822.1;ENST00000313116.10;ENST00000377065.7,-500;-500;-486;-125,CGI:chrX:47482488-47483298,Island
cg24597825,chrX,118346283,118346284,WDR44;WDR44;WDR44;WDR44,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000254029.6;ENST00000371822.8;ENST00000371825.6;ENST00000493448.1,173;209;139;83,CGI:chrX:118345602-118346525,Island
cg24627619,chrX,47145192,47145193,NDUFB11;NDUFB11;RBM10;RBM10;RBM10;RBM10,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000276062.8;ENST00000377811.3;ENST00000329236.8;ENST00000345781.9;ENST00000377604.6;ENST00000628161.1,-153;313;-256;-88;322;-88,CGI:chrX:47144351-47145588,Island
cg24657313,chrX,78104242,78104243,PGK1;PGK1;PGK1,protein_coding;protein_coding;protein_coding,ENST00000373316.4;ENST00000477335.4;ENST00000491291.1,67;39053;39025,CGI:chrX:78103806-78104482,Island
cg24671250,chrX,72239155,72239156,ERCC6L;ERCC6L;PIN4;PIN4;PIN4,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000334463.3;ENST00000373657.2;ENST00000423432.5;ENST00000439980.5;ENST00000496835.5,-107;-127;57478;57389;57389,CGI:chrX:72238710-72239352,Island
cg24714634,chrX,154444457,154444458,FAM50A;FAM50A;FAM50A;FAM50A;FAM50A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000158526.9;ENST00000393600.6;ENST00000464419.4;ENST00000481619.4;ENST00000490480.1,-3;330;301;208;-987,CGI:chrX:154443927-154444672,Island
cg24740922,chrX,152830786,152830787,CETN2;CETN2;NSDHL;NSDHL;NSDHL,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370277.3;ENST00000493482.1;ENST00000370274.6;ENST00000432467.1;ENST00000440023.4,-8;-1088;-182;-212;-182,CGI:chrX:152830605-152831207,Island
cg24741068,chrX,48574500,48574501,RBM3;RBM3;RBM3;RBM3;RBM3;RBM3;RBM3;RBM3;RBM3;RBM3;RBM3;RP11-1148L6.9,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense,ENST00000354480.2;ENST00000376755.1;ENST00000376759.6;ENST00000466764.4;ENST00000472897.4;ENST00000485213.1;ENST00000488216.4;ENST00000489344.4;ENST00000490127.4;ENST00000491236.1;ENST00000491240.4;ENST00000376775.3,-1400;-453;-25;8;50;-37;15;-25;-12;-491;-25;361,CGI:chrX:48574427-48574934,Island
cg24748621,chrX,49101183,49101184,WDR45;WDR45;WDR45,protein_coding;protein_coding;protein_coding,ENST00000356463.6;ENST00000460501.1;ENST00000465806.4,-61;-38;-12,CGI:chrX:49100826-49101657,Island
cg24779040,chrX,53082425,53082426,TSPYL2;TSPYL2;TSPYL2;TSPYL2;TSPYL2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000375442.7;ENST00000553557.4;ENST00000556808.1;ENST00000578306.4;ENST00000579390.1,57;57;-699;-569;43,CGI:chrX:53082099-53082834,Island
cg24783624,chrX,120250838,120250839,ZBTB33;ZBTB33,protein_coding;protein_coding,ENST00000326624.2;ENST00000557385.1,85;82,CGI:chrX:120250514-120251203,Island
cg24790801,chrX,103215146,103215147,BEX4;BEX4,protein_coding;protein_coding,ENST00000372691.3;ENST00000372695.5,21;53,CGI:chrX:103215012-103215491,Island
cg24814801,chrX,77895697,77895698,MAGT1;MAGT1;MAGT1;MAGT1;MAGT1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000358075.9;ENST00000373336.3;ENST00000476168.1;ENST00000610432.3;ENST00000618282.3,-103;-256;-272;-128;-265,CGI:chrX:77895340-77895750,Island
cg24863802,chrX,152831014,152831015,CETN2;CETN2;NSDHL;NSDHL;NSDHL,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370277.3;ENST00000493482.1;ENST00000370274.6;ENST00000432467.1;ENST00000440023.4,-236;-1316;46;16;46,CGI:chrX:152830605-152831207,Island
cg24925526,chrX,47561178,47561179,ARAF;ARAF;ARAF,protein_coding;protein_coding;protein_coding,ENST00000290277.9;ENST00000377039.2;ENST00000377045.7,77;-45;60,CGI:chrX:47561003-47561700,Island
cg24931882,chrX,41923075,41923076,CASK;CASK;CASK;CASK;CASK;CASK;CASK;CASK,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000378154.1;ENST00000378158.4;ENST00000378163.4;ENST00000378166.7;ENST00000421587.5;ENST00000442742.5;ENST00000468986.5;ENST00000477823.1,389;265;389;-59;-62;-67;-59;-92,CGI:chrX:41922853-41924005,Island
cg25205946,chrX,49101251,49101252,WDR45;WDR45;WDR45,protein_coding;protein_coding;protein_coding,ENST00000356463.6;ENST00000460501.1;ENST00000465806.4,-129;-106;-80,CGI:chrX:49100826-49101657,Island
cg25206026,chrX,134915227,134915228,MOSPD1;MOSPD1;MOSPD1;MOSPD1;MOSPD1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370779.7;ENST00000370783.6;ENST00000462060.1;ENST00000489890.1;ENST00000491609.4,1;41;12;-7;5,CGI:chrX:134914676-134915242,Island
cg25321762,chrX,46545499,46545500,ZNF674;ZNF674;ZNF674;ZNF674;ZNF674;ZNF674-AS1;ZNF674-AS1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;lincRNA;lincRNA,ENST00000414387.5;ENST00000518708.1;ENST00000521626.4;ENST00000522017.4;ENST00000523374.4;ENST00000421685.2;ENST00000609887.1,-887;-74;-78;-41;-57;5;-13,CGI:chrX:46545199-46545730,Island
cg25359581,chrX,37847566,37847567,DYNLT3;DYNLT3;DYNLT3;RP5-972B16.2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000378578.7;ENST00000378581.6;ENST00000432389.2;ENST00000465127.1,72;-51;-157;498235,CGI:chrX:37847042-37847719,Island
cg25410279,chrX,154479178,154479179,LAGE3;LAGE3,protein_coding;protein_coding,ENST00000357360.4;ENST00000621786.1,80;-265,CGI:chrX:154478589-154479477,Island
cg25427918,chrX,49922566,49922567,CLCN5;CLCN5;CLCN5,protein_coding;protein_coding;protein_coding,ENST00000376088.6;ENST00000376091.6;ENST00000482218.2,-50;-100;-839,CGI:chrX:49922417-49923384,Island
cg25441577,chrX,46545565,46545566,ZNF674;ZNF674;ZNF674;ZNF674;ZNF674;ZNF674-AS1;ZNF674-AS1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;lincRNA;lincRNA,ENST00000414387.5;ENST00000518708.1;ENST00000521626.4;ENST00000522017.4;ENST00000523374.4;ENST00000421685.2;ENST00000609887.1,-953;-140;-144;-107;-123;71;53,CGI:chrX:46545199-46545730,Island
cg25449245,chrX,119791479,119791480,RPL39;RPL39,protein_coding;protein_coding,ENST00000361575.3;ENST00000468844.1,165;117,CGI:chrX:119791194-119792166,Island
cg25452717,chrX,84187839,84187840,RPS6KA6;RPS6KA6,protein_coding;protein_coding,ENST00000262752.4;ENST00000460730.1,69;60,CGI:chrX:84187388-84188516,Island
cg25492195,chrX,11111177,11111178,HCCS;HCCS;HCCS;RP11-120D5.1;RP11-120D5.1;RP11-120D5.1;RP11-120D5.1,protein_coding;protein_coding;protein_coding;lincRNA;lincRNA;lincRNA;lincRNA,ENST00000321143.7;ENST00000380762.4;ENST00000380763.6;ENST00000433747.5;ENST00000608176.4;ENST00000608576.4;ENST00000608916.1,-125;-189;-166;-62;-67;-38;-35,CGI:chrX:11111156-11111638,Island
cg25496213,chrX,102599449,102599450,ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript,ENST00000246174.5;ENST00000473968.4;ENST00000477663.4;ENST00000479502.1;ENST00000604957.1;ENST00000460026.5;ENST00000460793.1;ENST00000465548.1;ENST00000466616.4;ENST00000475738.4;ENST00000476910.5;ENST00000486740.5;ENST00000602366.4;ENST00000602463.4,280;-62;-74;-90;-72;-77;-92;-72;-78;-78;-89;-89;-78;-64,CGI:chrX:102599347-102599599,Island
cg25499687,chrX,134373306,134373307,PHF6;PHF6;PHF6;PHF6;PHF6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000332070.6;ENST00000370799.4;ENST00000370800.4;ENST00000370803.6;ENST00000625464.1,-7;-15;-68;52;-7,CGI:chrX:134373104-134373636,Island
cg25547663,chrX,48597785,48597786,WDR13;WDR13;WDR13;WDR13;WDR13;WDR13;WDR13;WDR13;WDR13,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000218056.8;ENST00000376729.8;ENST00000466962.1;ENST00000470124.1;ENST00000472440.1;ENST00000479279.4;ENST00000486125.4;ENST00000492715.1;ENST00000498631.4,292;306;-936;7742;263;-25;269;250;277,CGI:chrX:48597554-48598206,Island
